Año,Fecha (dd/mm/aaaa),TRM,Día del mes,Mes,Id Mes
2019,2019-12-17,"3364,24",17,Diciembre,12
2019,2019-12-16,"3374,29",16,Diciembre,12
2019,2019-12-15,"3374,29",15,Diciembre,12
2019,2019-12-14,"3374,29",14,Diciembre,12
2019,2019-12-13,"3372,23",13,Diciembre,12
2019,2019-12-12,"3387,73",12,Diciembre,12
2019,2019-12-11,"3418,61",11,Diciembre,12
2019,2019-12-10,"3418,48",10,Diciembre,12
2019,2019-12-09,"3430,31",9,Diciembre,12
2019,2019-12-08,"3430,31",8,Diciembre,12
2019,2019-12-07,"3430,31",7,Diciembre,12
2019,2019-12-06,"3459,97",6,Diciembre,12
2019,2019-12-05,"3478,57",5,Diciembre,12
2019,2019-12-04,"3506,67",4,Diciembre,12
2019,2019-12-03,"3508,39",3,Diciembre,12
2019,2019-12-02,"3522,48",2,Diciembre,12
2019,2019-12-01,"3522,48",1,Diciembre,12
2019,2019-11-30,"3522,48",30,Noviembre,11
2019,2019-11-29,"3502,92",29,Noviembre,11
2019,2019-11-28,"3502,92",28,Noviembre,11
2019,2019-11-27,"3469,01",27,Noviembre,11
2019,2019-11-26,"3433,94",26,Noviembre,11
2019,2019-11-25,"3410,77",25,Noviembre,11
2019,2019-11-24,"3410,77",24,Noviembre,11
2019,2019-11-23,"3410,77",23,Noviembre,11
2019,2019-11-22,"3440,66",22,Noviembre,11
2019,2019-11-21,"3445,95",21,Noviembre,11
2019,2019-11-20,"3434,49",20,Noviembre,11
2019,2019-11-19,"3447,74",19,Noviembre,11
2019,2019-11-18,"3421,26",18,Noviembre,11
2019,2019-11-17,"3421,26",17,Noviembre,11
2019,2019-11-16,"3421,26",16,Noviembre,11
2019,2019-11-15,"3452,67",15,Noviembre,11
2019,2019-11-14,"3441,89",14,Noviembre,11
2019,2019-11-13,"3384,21",13,Noviembre,11
2019,2019-11-12,"3341,01",12,Noviembre,11
2019,2019-11-11,"3341,01",11,Noviembre,11
2019,2019-11-10,"3341,01",10,Noviembre,11
2019,2019-11-09,"3341,01",9,Noviembre,11
2019,2019-11-08,"3327,02",8,Noviembre,11
2019,2019-11-07,"3319,64",7,Noviembre,11
2019,2019-11-06,"3318,47",6,Noviembre,11
2019,2019-11-05,"3339,19",5,Noviembre,11
2019,2019-11-04,"3339,19",4,Noviembre,11
2019,2019-11-03,"3339,19",3,Noviembre,11
2019,2019-11-02,"3339,19",2,Noviembre,11
2019,2019-11-01,"3383,29",1,Noviembre,11
2019,2019-10-31,"3389,94",31,Octubre,10
2019,2019-10-30,"3380,9",30,Octubre,10
2019,2019-10-29,"3382,19",29,Octubre,10
2019,2019-10-28,"3395,25",28,Octubre,10
2019,2019-10-27,"3395,25",27,Octubre,10
2019,2019-10-26,"3395,25",26,Octubre,10
2019,2019-10-25,"3387,72",25,Octubre,10
2019,2019-10-24,"3409,29",24,Octubre,10
2019,2019-10-23,"3430,3",23,Octubre,10
2019,2019-10-22,"3442,78",22,Octubre,10
2019,2019-10-21,"3428,63",21,Octubre,10
2019,2019-10-20,"3428,63",20,Octubre,10
2019,2019-10-19,"3428,63",19,Octubre,10
2019,2019-10-18,"3465,35",18,Octubre,10
2019,2019-10-17,"3459,55",17,Octubre,10
2019,2019-10-16,"3451,33",16,Octubre,10
2019,2019-10-15,"3431,46",15,Octubre,10
2019,2019-10-14,"3431,46",14,Octubre,10
2019,2019-10-13,"3431,46",13,Octubre,10
2019,2019-10-12,"3431,46",12,Octubre,10
2019,2019-10-11,"3458,42",11,Octubre,10
2019,2019-10-10,"3454,56",10,Octubre,10
2019,2019-10-09,"3452,57",9,Octubre,10
2019,2019-10-08,"3445,76",8,Octubre,10
2019,2019-10-07,"3430,28",7,Octubre,10
2019,2019-10-06,"3430,28",6,Octubre,10
2019,2019-10-05,"3430,28",5,Octubre,10
2019,2019-10-04,"3467,6",4,Octubre,10
2019,2019-10-03,"3497,34",3,Octubre,10
2019,2019-10-02,"3491,29",2,Octubre,10
2019,2019-10-01,"3477,45",1,Octubre,10
2019,2019-09-30,"3462,01",30,Septiembre,9
2019,2019-09-29,"3462,01",29,Septiembre,9
2019,2019-09-28,"3462,01",28,Septiembre,9
2019,2019-09-27,"3435,71",27,Septiembre,9
2019,2019-09-26,"3451,02",26,Septiembre,9
2019,2019-09-25,"3438,66",25,Septiembre,9
2019,2019-09-24,"3437,78",24,Septiembre,9
2019,2019-09-23,"3402,32",23,Septiembre,9
2019,2019-09-22,"3402,32",22,Septiembre,9
2019,2019-09-21,"3402,32",21,Septiembre,9
2019,2019-09-20,"3377,72",20,Septiembre,9
2019,2019-09-19,"3377,79",19,Septiembre,9
2019,2019-09-18,"3380,92",18,Septiembre,9
2019,2019-09-17,"3364,43",17,Septiembre,9
2019,2019-09-16,"3356,15",16,Septiembre,9
2019,2019-09-15,"3356,15",15,Septiembre,9
2019,2019-09-14,"3356,15",14,Septiembre,9
2019,2019-09-13,"3359,2",13,Septiembre,9
2019,2019-09-12,"3372,48",12,Septiembre,9
2019,2019-09-11,"3373,75",11,Septiembre,9
2019,2019-09-10,"3368,8",10,Septiembre,9
2019,2019-09-09,"3361,7",9,Septiembre,9
2019,2019-09-08,"3361,7",8,Septiembre,9
2019,2019-09-07,"3361,7",7,Septiembre,9
2019,2019-09-06,"3377,39",6,Septiembre,9
2019,2019-09-05,"3401,04",5,Septiembre,9
2019,2019-09-04,"3438,61",4,Septiembre,9
2019,2019-09-03,"3427,29",3,Septiembre,9
2019,2019-09-02,"3427,29",2,Septiembre,9
2019,2019-09-01,"3427,29",1,Septiembre,9
2019,2019-08-31,"3427,29",31,Agosto,8
2019,2019-08-30,"3464,15",30,Agosto,8
2019,2019-08-29,"3477,53",29,Agosto,8
2019,2019-08-28,"3457,89",28,Agosto,8
2019,2019-08-27,"3432,85",27,Agosto,8
2019,2019-08-26,"3399,95",26,Agosto,8
2019,2019-08-25,"3399,95",25,Agosto,8
2019,2019-08-24,"3399,95",24,Agosto,8
2019,2019-08-23,"3376,99",23,Agosto,8
2019,2019-08-22,"3385,28",22,Agosto,8
2019,2019-08-21,"3420,99",21,Agosto,8
2019,2019-08-20,"3441,4",20,Agosto,8
2019,2019-08-19,"3441,4",19,Agosto,8
2019,2019-08-18,"3441,4",18,Agosto,8
2019,2019-08-17,"3441,4",17,Agosto,8
2019,2019-08-16,"3447,76",16,Agosto,8
2019,2019-08-15,"3449,27",15,Agosto,8
2019,2019-08-14,"3407,76",14,Agosto,8
2019,2019-08-13,"3436,26",13,Agosto,8
2019,2019-08-12,"3382,71",12,Agosto,8
2019,2019-08-11,"3382,71",11,Agosto,8
2019,2019-08-10,"3382,71",10,Agosto,8
2019,2019-08-09,"3394,61",9,Agosto,8
2019,2019-08-08,"3431,28",8,Agosto,8
2019,2019-08-07,"3431,28",7,Agosto,8
2019,2019-08-06,"3459,47",6,Agosto,8
2019,2019-08-05,"3365,78",5,Agosto,8
2019,2019-08-04,"3365,78",4,Agosto,8
2019,2019-08-03,"3365,78",3,Agosto,8
2019,2019-08-02,"3329,23",2,Agosto,8
2019,2019-08-01,"3291,79",1,Agosto,8
2019,2019-07-31,"3296,85",31,Julio,7
2019,2019-07-30,"3262,81",30,Julio,7
2019,2019-07-29,"3233,26",29,Julio,7
2019,2019-07-28,"3233,26",28,Julio,7
2019,2019-07-27,"3233,26",27,Julio,7
2019,2019-07-26,"3213,09",26,Julio,7
2019,2019-07-25,"3194,67",25,Julio,7
2019,2019-07-24,"3188,01",24,Julio,7
2019,2019-07-23,"3177,76",23,Julio,7
2019,2019-07-22,"3169,51",22,Julio,7
2019,2019-07-21,"3169,51",21,Julio,7
2019,2019-07-20,"3169,51",20,Julio,7
2019,2019-07-19,"3183,01",19,Julio,7
2019,2019-07-18,"3189,21",18,Julio,7
2019,2019-07-17,"3199,72",17,Julio,7
2019,2019-07-16,"3190,66",16,Julio,7
2019,2019-07-15,"3190,33",15,Julio,7
2019,2019-07-14,"3190,33",14,Julio,7
2019,2019-07-13,"3190,33",13,Julio,7
2019,2019-07-12,"3197,5",12,Julio,7
2019,2019-07-11,"3212,91",11,Julio,7
2019,2019-07-10,"3223,67",10,Julio,7
2019,2019-07-09,"3207,66",9,Julio,7
2019,2019-07-08,"3217,18",8,Julio,7
2019,2019-07-07,"3217,18",7,Julio,7
2019,2019-07-06,"3217,18",6,Julio,7
2019,2019-07-05,"3206,92",5,Julio,7
2019,2019-07-04,"3206,92",4,Julio,7
2019,2019-07-03,"3211,06",3,Julio,7
2019,2019-07-02,"3205,67",2,Julio,7
2019,2019-07-01,"3205,67",1,Julio,7
2019,2019-06-30,"3205,67",30,Junio,6
2019,2019-06-29,"3205,67",29,Junio,6
2019,2019-06-28,"3197,23",28,Junio,6
2019,2019-06-27,"3177,94",27,Junio,6
2019,2019-06-26,"3187,15",26,Junio,6
2019,2019-06-25,"3191,17",25,Junio,6
2019,2019-06-24,"3191,17",24,Junio,6
2019,2019-06-23,"3191,17",23,Junio,6
2019,2019-06-22,"3191,17",22,Junio,6
2019,2019-06-21,"3202,01",21,Junio,6
2019,2019-06-20,"3248,91",20,Junio,6
2019,2019-06-19,"3264,98",19,Junio,6
2019,2019-06-18,"3286,63",18,Junio,6
2019,2019-06-17,"3270,7",17,Junio,6
2019,2019-06-16,"3270,7",16,Junio,6
2019,2019-06-15,"3270,7",15,Junio,6
2019,2019-06-14,"3266,72",14,Junio,6
2019,2019-06-13,"3264,47",13,Junio,6
2019,2019-06-12,"3249,56",12,Junio,6
2019,2019-06-11,"3257,06",11,Junio,6
2019,2019-06-10,"3274,72",10,Junio,6
2019,2019-06-09,"3274,72",9,Junio,6
2019,2019-06-08,"3274,72",8,Junio,6
2019,2019-06-07,"3288,69",7,Junio,6
2019,2019-06-06,"3296,87",6,Junio,6
2019,2019-06-05,"3306,37",5,Junio,6
2019,2019-06-04,"3377,16",4,Junio,6
2019,2019-06-03,"3377,16",3,Junio,6
2019,2019-06-02,"3377,16",2,Junio,6
2019,2019-06-01,"3377,16",1,Junio,6
2019,2019-05-31,"3357,82",31,Mayo,5
2019,2019-05-30,"3375,29",30,Mayo,5
2019,2019-05-29,"3362,48",29,Mayo,5
2019,2019-05-28,"3358,84",28,Mayo,5
2019,2019-05-27,"3358,84",27,Mayo,5
2019,2019-05-26,"3358,84",26,Mayo,5
2019,2019-05-25,"3358,84",25,Mayo,5
2019,2019-05-24,"3368,76",24,Mayo,5
2019,2019-05-23,"3340,96",23,Mayo,5
2019,2019-05-22,"3344,45",22,Mayo,5
2019,2019-05-21,"3342,21",21,Mayo,5
2019,2019-05-20,"3313,72",20,Mayo,5
2019,2019-05-19,"3313,72",19,Mayo,5
2019,2019-05-18,"3313,72",18,Mayo,5
2019,2019-05-17,"3290,27",17,Mayo,5
2019,2019-05-16,"3295,51",16,Mayo,5
2019,2019-05-15,"3285,14",15,Mayo,5
2019,2019-05-14,"3299,01",14,Mayo,5
2019,2019-05-13,"3274,3",13,Mayo,5
2019,2019-05-12,"3274,3",12,Mayo,5
2019,2019-05-11,"3274,3",11,Mayo,5
2019,2019-05-10,"3293,62",10,Mayo,5
2019,2019-05-09,"3290,12",9,Mayo,5
2019,2019-05-08,"3288,81",8,Mayo,5
